id,name,birth,death,nationality_ref,nationality,height_meters,birth_validation,death_validation
m.06qv09,Robert Stanley Weir,1856-11-15,1926-08-20,m.0d060g,Robert Stanley Weir,"","",""
m.08076w0,Robert Cogoi,1939-10-25,2039-09-30,m.0154j,Robert Cogoi,"","",Datum umrtia nemusi byt spravny.
g.121dv769,Dietrich Rusche,1936-09-13,2036-08-19,m.0345h,Dietrich Rusche,"","",Datum umrtia nemusi byt spravny.
m.01sj765,Yoo Seungjun,1976-12-15,2076-11-20,m.09c7w0,Yoo Seungjun,1.65,"",Datum umrtia nemusi byt spravny.
m.0280ht9,Irwin Cox,1838-07-09,1922-08-27,m.07ssc,Irwin Cox,"","",""
m.02khfv,Warren H. Wagner,1920-08-29,2000-01-08,m.09c7w0,Warren H. Wagner,"","",""
m.02pvmnd,Wolfgang Huber,1942-08-12,2042-07-18,m.0345h,Wolfgang Huber,"","",Datum umrtia nemusi byt spravny.
m.02rlrtk,Lindsay Bowen,1983-10-25,2083-09-30,m.09c7w0,Lindsay Bowen,"","",Datum umrtia nemusi byt spravny.
m.03wdy1j,Hong Yong-jo,1982-05-22,2082-04-27,m.05b7q,Hong Yong-jo,1.74,"",Datum umrtia nemusi byt spravny.
m.03y8mvv,Bojan Lazić,1974-05-13,2074-04-18,m.077qn,Bojan Lazić,1.83,"",Datum umrtia nemusi byt spravny.
m.04zqb3v,Tessa Ferrer,1986-03-30,2086-03-05,m.09c7w0,Tessa Ferrer,"","",Datum umrtia nemusi byt spravny.
m.010cs33q,Ben Umanos,"","",m.09c7w0,Ben Umanos,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.01w1pn2,Gay-Yee Westerhoff,1973-06-14,2073-05-20,m.07ssc,Gay-Yee Westerhoff,"","",Datum umrtia nemusi byt spravny.
m.01wghrf,Jacoby Shaddix,1976-07-28,2076-07-03,m.09c7w0,Jacoby Shaddix,1.77,"",Datum umrtia nemusi byt spravny.
m.02pl0bz,Federico Cappellazzo,1980-09-16,2080-08-22,m.03rjj,Federico Cappellazzo,1.76,"",Datum umrtia nemusi byt spravny.
m.02qh4kn,Roger Huerta,1983-05-20,2083-04-25,m.09c7w0,Roger Huerta,1.75,"",Datum umrtia nemusi byt spravny.
m.03mf5g2,Sylvie Le Bon-de Beauvoir,"","",m.0f8l9c,Sylvie Le Bon-de Beauvoir,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03nsvf2,Đuro Bago,1961-04-20,2061-03-26,m.01pj7,Đuro Bago,"","",Datum umrtia nemusi byt spravny.
m.04ljgdr,Gilbert Houngbo,1961-02-04,2061-01-10,m.07f5x,Gilbert Houngbo,"","",Datum umrtia nemusi byt spravny.
m.04y99st,Wim Tap,1903-10-03,1979-09-24,m.059j2,Wim Tap,"","",""
m.011bzmpq,Alex Henery,"","",m.07ssc,Alex Henery,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0130yx7z,Edward Aguirre,1949-01-24,2048-12-30,m.09c7w0,Edward Aguirre,"","",Datum umrtia nemusi byt spravny.
m.02787ck,Vincenzo Aita,1948-09-14,2048-08-20,m.03rjj,Vincenzo Aita,"","",Datum umrtia nemusi byt spravny.
m.02fgg0,Koichi Wakata,1963-08-01,2063-07-07,m.03_3d,Koichi Wakata,"","",Datum umrtia nemusi byt spravny.
m.02hh1d6,Takashi Chinen,1967-03-25,2067-02-28,m.03_3d,Takashi Chinen,1.57,"",Datum umrtia nemusi byt spravny.
m.02pkbgs,Eddie Fredericks,1977-12-31,2077-12-06,m.0hzlz,Eddie Fredericks,1.8,"",Datum umrtia nemusi byt spravny.
m.047cp7n,Enrique Escalante,1984-08-06,2084-07-12,m.05r7t,Enrique Escalante,"","",Datum umrtia nemusi byt spravny.
m.04ct4q8,Kaushiki Chakrabarty,1980-01-01,2079-12-07,m.03rk0,Kaushiki Chakrabarty,"","",Datum umrtia nemusi byt spravny.
m.04jjb54,Alison Gregorka,1985-06-29,2085-06-04,m.09c7w0,Alison Gregorka,1.77,"",Datum umrtia nemusi byt spravny.
m.05q85xj,Wilkin Ramírez,1985-10-25,2085-09-30,m.027rn,Wilkin Ramírez,1.88,"",Datum umrtia nemusi byt spravny.
m.066lzyw,Dmitry  Maruschak,1980-11-13,2080-10-19,m.06bnz,Dmitry  Maruschak,1.64,"",Datum umrtia nemusi byt spravny.
m.06h8rq,Louis Hall,1852-11-01,1915-11-19,m.02jx1,Louis Hall,"","",""
m.011lcndz,Hamid R. Moghadam,1956-08-26,2056-08-01,m.09c7w0,Hamid R. Moghadam,"","",Datum umrtia nemusi byt spravny.
m.02381v,"Edward Villiers, 1st Earl of Jersey",1656-01-01,1711-08-25,m.07ssc,"Edward Villiers, 1st Earl of Jersey","","",""
m.02pr2m6,Gillian Morgan,1953-01-01,2052-12-07,m.07ssc,Gillian Morgan,"","",Datum umrtia nemusi byt spravny.
m.02qym5v,Walter Hempel,1887-08-12,1940-01-10,m.0345h,Walter Hempel,"","",""
m.02qyplh,Henry Kyemba,1939-12-01,2039-11-06,m.07tp2,Henry Kyemba,"","",Datum umrtia nemusi byt spravny.
m.04zy8cw,Yuichi Shibakoya,1983-06-16,2083-05-22,m.03_3d,Yuichi Shibakoya,1.87,"",Datum umrtia nemusi byt spravny.
m.05v19dt,Mark Schoofs,"","",m.09c7w0,Mark Schoofs,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.05w46s2,Maynah Lewis,1919-04-14,1988-01-01,m.07ssc,Maynah Lewis,"","",""
m.010jrf49,Evan Huang,"","",m.09c7w0,Evan Huang,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.010lyhn5,David C. Montgomery,1870-03-21,1917-04-20,m.09c7w0,David C. Montgomery,"","",""
m.018fmr,Lana Turner,1921-02-08,1995-06-29,m.09c7w0,Lana Turner,1.6,"",""
m.026td49,Anton Amelchenko,1985-03-27,2085-03-02,m.06bnz,Anton Amelchenko,1.92,"",Datum umrtia nemusi byt spravny.
m.026td49,Anton Amelchenko,1985-03-27,2085-03-02,m.0163v,Anton Amelchenko,1.92,"",Datum umrtia nemusi byt spravny.
m.0286fms,Christian Furr,1966-09-24,2066-08-30,m.07ssc,Christian Furr,"","",Datum umrtia nemusi byt spravny.
m.02r2cwc,George Johnston,1855-01-01,1945-01-01,m.07ssc,George Johnston,"","",""
m.02r843j,Gaetano Caridi,1980-07-22,2080-06-27,m.03rjj,Gaetano Caridi,1.76,"",Datum umrtia nemusi byt spravny.
m.03y6g_h,"John Bannerman, Baron Bannerman of Kildonan",1901-09-01,1969-01-01,m.07ssc,"John Bannerman, Baron Bannerman of Kildonan","","",""
m.04f3ts9,Worrawoot Srimaka,1971-12-08,2071-11-13,m.07f1x,Worrawoot Srimaka,1.91,"",Datum umrtia nemusi byt spravny.
m.05t09zw,Peter Hammond,1923-11-15,2011-10-12,m.02jx1,Peter Hammond,"","",""
m.06fdnm,Daphne Barak,1965-01-01,2064-12-07,m.03spz,Daphne Barak,"","",Datum umrtia nemusi byt spravny.
m.06z3zr,"Sir Charles Seely, 1st Baronet",1833-08-11,1915-04-16,m.07ssc,"Sir Charles Seely, 1st Baronet","","",""
m.07q5rz,Chris Casement,1988-01-12,2087-12-18,m.05bcl,Chris Casement,1.83,"",Datum umrtia nemusi byt spravny.
m.010frdls,David Gikawa,"","",m.07tp2,David Gikawa,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.01tc9r,Howard Shore,1946-10-18,2046-09-23,m.0d060g,Howard Shore,"","",Datum umrtia nemusi byt spravny.
m.027cy8s,Ma Ning,1983-11-04,2083-10-10,m.0d05w3,Ma Ning,"","",Datum umrtia nemusi byt spravny.
m.02rsr8x,John McPhail,1923-12-27,2000-11-06,m.06q1r,John McPhail,"","",""
m.02v_bj_,Luis Schlögl,"","",m.0h7x,Luis Schlögl,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.02xtsm,George Perle,1915-05-06,2009-01-23,m.09c7w0,George Perle,"","",""
m.03css5w,Bent Hegna,1959-06-10,2059-05-16,m.05b4w,Bent Hegna,"","",Datum umrtia nemusi byt spravny.
m.03mgwsw,Emil Nanu,1981-10-17,2081-09-22,m.06c1y,Emil Nanu,1.87,"",Datum umrtia nemusi byt spravny.
m.03yn1qf,John Wayne Parr,1976-05-25,2076-04-30,m.0chghy,John Wayne Parr,1.77,"",Datum umrtia nemusi byt spravny.
m.041dld,Lars Olsson Smith,1836-10-12,1913-12-09,m.0d0vqn,Lars Olsson Smith,"","",""
m.04f_tck,Andrea Catellani,1988-05-26,2088-05-01,m.03rjj,Andrea Catellani,1.79,"",Datum umrtia nemusi byt spravny.
m.04n2d7f,Leopold Lindtberg,1902-06-01,1984-04-18,m.06mzp,Leopold Lindtberg,"","",""
m.04n2d7f,Leopold Lindtberg,1902-06-01,1984-04-18,m.0h7x,Leopold Lindtberg,"","",""
m.04q3qs_,Robert Kolendowicz,1980-09-26,2080-09-01,m.05qhw,Robert Kolendowicz,1.74,"",Datum umrtia nemusi byt spravny.
m.0643gv,John E. Walker,1941-01-07,2040-12-13,m.07ssc,John E. Walker,"","",Datum umrtia nemusi byt spravny.
m.06t6rt,John Reis,1969-01-01,2068-12-07,m.09c7w0,John Reis,"","",Datum umrtia nemusi byt spravny.
m.080c5t1,Brooke Spence,1988-03-04,2088-02-08,m.0chghy,Brooke Spence,1.62,"",Datum umrtia nemusi byt spravny.
m.011c3316,Saigō Someya,"","",m.0hzlz,Saigō Someya,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011c3316,Saigō Someya,"","",m.03_3d,Saigō Someya,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.027k3cy,Sakshi Tanwar,1973-01-12,2072-12-18,m.03rk0,Sakshi Tanwar,1.63,"",Datum umrtia nemusi byt spravny.
m.02rp6ln,Mew Azama,1986-12-26,2086-12-01,m.03_3d,Mew Azama,1.69,"",Datum umrtia nemusi byt spravny.
m.02vr_sf,Celia Brayfield,1945-01-01,2044-12-07,m.02jx1,Celia Brayfield,"","",Datum umrtia nemusi byt spravny.
m.03cshsk,Spasoje Samardžić,1941-05-20,2041-04-25,m.087vz,Spasoje Samardžić,1.72,"",Datum umrtia nemusi byt spravny.
m.03j054p,Лев Николаевич Оборин,1907-11-11,1974-01-05,m.06bnz,Лев Николаевич Оборин,"","",""
m.03k9vt,Gaetano Milanesi,1813-01-01,1895-01-01,m.03rjj,Gaetano Milanesi,"","",""
m.03wb06,Sabrina Johnson,1977-07-29,2077-07-04,m.02jx1,Sabrina Johnson,1.7018,"",Datum umrtia nemusi byt spravny.
m.03whlp2,Philip Palmer,1960-06-07,2060-05-13,m.07ssc,Philip Palmer,"","",Datum umrtia nemusi byt spravny.
m.03xp55x,Dean Reilly,1926-06-30,2026-06-05,m.09c7w0,Dean Reilly,"","",Datum umrtia nemusi byt spravny.
m.04sk1x,Sid Bass,1942-04-09,2042-03-15,m.09c7w0,Sid Bass,"","",Datum umrtia nemusi byt spravny.
m.05cdnm,"Joseph Corbett, Jr.",1928-10-25,2009-08-24,m.09c7w0,"Joseph Corbett, Jr.","","",""
m.06t36r,Józef Stefan Godlewski,1894-08-05,1942-09-06,m.05qhw,Józef Stefan Godlewski,"","",""
m.0771w3,Susanne Katherina Langer,1895-12-20,1985-07-17,m.09c7w0,Susanne Katherina Langer,"","",""
m.01fpn9,Mohammad Mosaddegh,1882-06-16,1967-03-05,m.03shp,Mohammad Mosaddegh,"","",""
m.027pkh3,Asami Okamoto,1974-01-01,2073-12-07,m.03_3d,Asami Okamoto,"","",Datum umrtia nemusi byt spravny.
m.02q2hsx,József Révai,1898-10-12,1959-08-04,m.03gj2,József Révai,"","",""
m.02qy4td,Bartolomeo Costantini,1889-02-14,1941-07-19,m.03rjj,Bartolomeo Costantini,"","",""
m.02w9p63,Parizaad Kolah,"","",m.03rk0,Parizaad Kolah,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.02x3xlt,Emil Hinterfeld,"","",m.0345h,Emil Hinterfeld,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.04g0z_f,Kele Le Roc,1977-10-05,2077-09-10,m.02jx1,Kele Le Roc,"","",Datum umrtia nemusi byt spravny.
m.058spv,Queen Margarita of Bulgaria,1935-01-06,2034-12-12,m.06mkj,Queen Margarita of Bulgaria,"","",Datum umrtia nemusi byt spravny.
m.05bzgt,Neil Bogart,1943-02-03,1982-05-08,m.09c7w0,Neil Bogart,"","",""
m.05p3dy7,Rachel McFarlane,1971-01-01,2070-12-07,m.07ssc,Rachel McFarlane,"","",Datum umrtia nemusi byt spravny.
m.07gcsx,Fernando Bryant,1977-03-26,2077-03-01,m.09c7w0,Fernando Bryant,1.8,"",Datum umrtia nemusi byt spravny.
m.010lm1qk,Franklin Tiafoe,1998-01-20,2097-12-26,m.09c7w0,Franklin Tiafoe,"","",Datum umrtia nemusi byt spravny.
m.02vpmlq,Kristy Wallace,1953-02-20,2053-01-26,m.09c7w0,Kristy Wallace,"","",Datum umrtia nemusi byt spravny.
m.02w407t,Kash Heed,"","",m.0d060g,Kash Heed,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.039lks,William Hayden English,1822-08-27,1896-02-07,m.09c7w0,William Hayden English,"","",""
m.03cxtkm,David Dunlap,1910-11-19,1994-12-16,m.09c7w0,David Dunlap,"","",""
m.03mdyj6,Władysław Kawula,1937-09-27,2008-02-01,m.05qhw,Władysław Kawula,1.84,"",""
m.04d_18c,Brady Nelson,1978-01-01,2077-12-07,m.09c7w0,Brady Nelson,"","",Datum umrtia nemusi byt spravny.
m.04g0wcx,Inessa Korkmaz,1972-01-17,2071-12-23,m.06bnz,Inessa Korkmaz,1.9,"",Datum umrtia nemusi byt spravny.
m.04n42yg,Michael Vehe,1480-01-01,1539-01-01,m.0345h,Michael Vehe,"","",""
m.04y9llm,Jerzy Opara,1948-08-21,2048-07-27,m.05qhw,Jerzy Opara,"","",Datum umrtia nemusi byt spravny.
m.05f4scv,Stella Schindler,"","",m.09c7w0,Stella Schindler,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.05x3x1p,Douglas Marsland,1899-02-17,1986-08-01,m.09c7w0,Douglas Marsland,"","",""
m.06k_p3,Sandra Shine,1981-09-09,2081-08-15,m.03gj2,Sandra Shine,"","",Datum umrtia nemusi byt spravny.
m.07kjjzf,Pablo Velázquez,1987-03-12,2087-02-15,m.05v10,Pablo Velázquez,1.92,"",Datum umrtia nemusi byt spravny.
m.011f8wz3,Bosko Boskovic,1922-06-12,2003-01-07,m.077qn,Bosko Boskovic,"","",""
m.01pjm9l,Akia,"","",m.09c7w0,Akia,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.02fltv,Humberto Nilo,1954-01-01,2053-12-07,m.01p1v,Humberto Nilo,"","",Datum umrtia nemusi byt spravny.
m.02ql76r,Li Kongzheng,1959-05-04,2059-04-09,m.0d05w3,Li Kongzheng,"","",Datum umrtia nemusi byt spravny.
m.02x92q,Tara Hitchcock,1971-01-01,2070-12-07,m.09c7w0,Tara Hitchcock,"","",Datum umrtia nemusi byt spravny.
m.03bynj4,Mark Slater,1969-04-01,2069-03-07,m.07ssc,Mark Slater,"","",Datum umrtia nemusi byt spravny.
m.03cjzzn,Louis Vorster,1966-11-02,2012-04-17,m.0hzlz,Louis Vorster,"","",""
m.047bw1k,Killian Gallagher,1987-04-07,2087-03-13,m.03rt9,Killian Gallagher,"","",Datum umrtia nemusi byt spravny.
m.047r65_,Rabah Yousif,1986-12-11,2086-11-16,m.07ssc,Rabah Yousif,1.84,"",Datum umrtia nemusi byt spravny.
m.047r65_,Rabah Yousif,1986-12-11,2086-11-16,m.06tw8,Rabah Yousif,1.84,"",Datum umrtia nemusi byt spravny.
m.07lj7y,Samy Naceri,1961-07-02,2061-06-07,m.0f8l9c,Samy Naceri,1.829,"",Datum umrtia nemusi byt spravny.
m.011jryh2,Jordan Edward Parraz,1984-10-08,2084-09-13,m.09c7w0,Jordan Edward Parraz,"","",Datum umrtia nemusi byt spravny.
m.011nl6sq,Eric Hine,1944-09-04,2044-08-10,m.07ssc,Eric Hine,"","",Datum umrtia nemusi byt spravny.
m.011tx6yh,Kabita Manandhar,1994-01-01,2093-12-07,m.016zwt,Kabita Manandhar,"","",Datum umrtia nemusi byt spravny.
m.01pxljx,Alexandru Andrieş,1954-10-13,2054-09-18,m.06c1y,Alexandru Andrieş,"","",Datum umrtia nemusi byt spravny.
m.02pwwtp,Patrick Krief,"","",m.0d060g,Patrick Krief,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.02w25_5,Chan Yuk Chi,1984-09-08,2084-08-14,m.0d05w3,Chan Yuk Chi,1.85,"",Datum umrtia nemusi byt spravny.
m.04n25tc,Tep Rindaro,1963-01-01,2062-12-07,m.01xbgx,Tep Rindaro,"","",Datum umrtia nemusi byt spravny.
m.04n3cs3,Francisco José Caeiro,1890-03-06,1956-05-24,m.05r4w,Francisco José Caeiro,"","",""
m.05zlkv5,Richard Harrington,1957-11-04,2057-10-10,m.07ssc,Richard Harrington,"","",Datum umrtia nemusi byt spravny.
m.06_tywc,Antti Ruuskanen,1984-02-21,2084-01-27,m.02vzc,Antti Ruuskanen,1.89,"",Datum umrtia nemusi byt spravny.
m.06zk8m1,Riccardo Brosco,1991-02-03,2091-01-09,m.03rjj,Riccardo Brosco,1.9,"",Datum umrtia nemusi byt spravny.
m.071rhy,Carlos Núñez Cortés,1942-10-15,2042-09-20,m.0jgd,Carlos Núñez Cortés,"","",Datum umrtia nemusi byt spravny.
m.0829xh,Vickie Gates,1962-09-25,2062-08-31,m.09c7w0,Vickie Gates,"","",Datum umrtia nemusi byt spravny.
m.0101qy58,Jamie L. Matthews,"","",m.09c7w0,Jamie L. Matthews,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0105lfg3,Susan B. Horwitz,1955-01-06,2014-06-11,m.09c7w0,Susan B. Horwitz,"","",""
m.01pqwfj,Anna Jantar,1950-06-10,1980-03-14,m.05qhw,Anna Jantar,"","",""
m.027_hx4,Galust Petrosyan,1981-09-05,2081-08-11,m.05vz3zq,Galust Petrosyan,1.95,"",Datum umrtia nemusi byt spravny.
m.027_hx4,Galust Petrosyan,1981-09-05,2081-08-11,m.0jgx,Galust Petrosyan,1.95,"",Datum umrtia nemusi byt spravny.
m.02rdg40,Jim Maler,1958-08-16,2058-07-22,m.09c7w0,Jim Maler,"","",Datum umrtia nemusi byt spravny.
m.03gdtg,Essie Davis,1970-01-01,2069-12-07,m.0chghy,Essie Davis,"","",Datum umrtia nemusi byt spravny.
m.03gtm1q,Steven Craig,1981-02-05,2081-01-11,m.02jx1,Steven Craig,1.8,"",Datum umrtia nemusi byt spravny.
m.03hv9c,Sergey Shoygu,1955-05-21,2055-04-26,m.06bnz,Sergey Shoygu,"","",Datum umrtia nemusi byt spravny.
m.03v_3w,Volker Beck,1956-06-30,2056-06-05,m.0345h,Volker Beck,"","",Datum umrtia nemusi byt spravny.
m.063xts2,Everly Bear Kiedis,2007-10-02,2107-09-08,m.09c7w0,Everly Bear Kiedis,"","",Datum umrtia nemusi byt spravny.
m.06vwqj,Jerry Flynn,1959-11-21,2059-10-27,m.09c7w0,Jerry Flynn,1.88,"",Datum umrtia nemusi byt spravny.
m.07l6xp,Alice Coachman,1923-11-09,2014-07-14,m.09c7w0,Alice Coachman,"","",""
m.010n_2sk,Rebecca Zanetti,"","",m.09c7w0,Rebecca Zanetti,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.023npm,Odd Nerdrum,1944-04-08,2044-03-14,m.05b4w,Odd Nerdrum,"","",Datum umrtia nemusi byt spravny.
m.0284dm9,Gordon Aalborg,"","",m.0d060g,Gordon Aalborg,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.02rr__j,Hugh Page,1962-07-03,2062-06-08,m.0hzlz,Hugh Page,"","",Datum umrtia nemusi byt spravny.
m.04f1tgv,Aleksandar Krsteski,"","",m.0bjv6,Aleksandar Krsteski,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.04zwr41,Diktmar Hernández,1977-03-24,2077-02-27,m.03h2c,Diktmar Hernández,"","",Datum umrtia nemusi byt spravny.
m.05x8rbq,James Hillman,1926-04-12,2011-10-27,m.09c7w0,James Hillman,"","",""
g.122z_gm3,Holger Meitinger,1957-03-28,2057-03-03,m.0345h,Holger Meitinger,1.8,"",Datum umrtia nemusi byt spravny.
m.0131zt2z,Maiken Baird,"","",m.09c7w0,Maiken Baird,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.02pjwk2,Matty Holmes,1969-08-01,2069-07-07,m.02jx1,Matty Holmes,1.62,"",Datum umrtia nemusi byt spravny.
m.02qzyh2,David Sims,1955-10-26,2055-10-01,m.09c7w0,David Sims,"","",Datum umrtia nemusi byt spravny.
m.03mghb8,Leonora Speyer,1872-11-07,1956-02-10,m.09c7w0,Leonora Speyer,"","",""
m.03mghb8,Leonora Speyer,1872-11-07,1956-02-10,m.07ssc,Leonora Speyer,"","",""
m.03ny9x,Joel Osteen,1963-03-05,2063-02-08,m.09c7w0,Joel Osteen,1.82,"",Datum umrtia nemusi byt spravny.
m.04048dl,Dmytro Vorobey,1985-05-10,2085-04-15,m.05vz3zq,Dmytro Vorobey,1.72,"",Datum umrtia nemusi byt spravny.
m.04n64rd,Prince Oniangué,1988-11-04,2088-10-10,m.0f8l9c,Prince Oniangué,1.87,"",Datum umrtia nemusi byt spravny.
m.04n64rd,Prince Oniangué,1988-11-04,2088-10-10,m.01rxw,Prince Oniangué,1.87,"",Datum umrtia nemusi byt spravny.
m.04t91_,Mushtaq Kak,1961-01-01,2060-12-07,m.03rk0,Mushtaq Kak,"","",Datum umrtia nemusi byt spravny.
m.04y5k4,Benjamin C. Pierce,"","",m.09c7w0,Benjamin C. Pierce,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0535l5,Mike Gartner,1959-10-29,2059-10-04,m.0d060g,Mike Gartner,1.83,"",Datum umrtia nemusi byt spravny.
m.05xw2b7,Alvin Rabushka,1940-05-15,2040-04-20,m.09c7w0,Alvin Rabushka,"","",Datum umrtia nemusi byt spravny.
m.0798xq,Frédéric Back,1924-04-08,2013-12-24,m.0d060g,Frédéric Back,"","",""
m.0798xq,Frédéric Back,1924-04-08,2013-12-24,m.0345h,Frédéric Back,"","",""
m.07jlsr,Kevin Stevens,1965-04-15,2065-03-21,m.09c7w0,Kevin Stevens,1.91,"",Datum umrtia nemusi byt spravny.
m.07q_9x,Scott Baker,1981-09-19,2081-08-25,m.09c7w0,Scott Baker,1.93,"",Datum umrtia nemusi byt spravny.
g.121_4h2r,Günter Schlipper,1962-08-13,2062-07-19,m.0345h,Günter Schlipper,1.76,"",Datum umrtia nemusi byt spravny.
m.012r4kwh,Jean-Pierre Coffe,1938-03-24,2038-02-27,m.0f8l9c,Jean-Pierre Coffe,"","",Datum umrtia nemusi byt spravny.
m.02qymf1,Matt \Money\ Smith,1973-04-26,2073-04-01,m.09c7w0,Matt \Money\ Smith,"","",Datum umrtia nemusi byt spravny.
m.04n4gzt,Eric Kwekeu,1980-03-11,2080-02-15,m.01nln,Eric Kwekeu,1.83,"",Datum umrtia nemusi byt spravny.
m.05l8cs,Hocine Achiou,1979-04-27,2079-04-02,m.0h3y,Hocine Achiou,1.72,"",Datum umrtia nemusi byt spravny.
m.05st83l,Robert Stillman,1910-03-29,1995-06-08,m.09c7w0,Robert Stillman,"","",""
m.06zrpww,Yvonne van Rooy,1951-06-04,2051-05-10,m.059j2,Yvonne van Rooy,"","",Datum umrtia nemusi byt spravny.
g.11x7vn61k,René Bezard,1920-08-07,2008-03-20,m.0f8l9c,René Bezard,"","",""
g.12195ygs,Gian Luigi Rizzi,1946-01-01,2045-12-07,m.03rjj,Gian Luigi Rizzi,"","",Datum umrtia nemusi byt spravny.
m.025ssfy,Ludovico Chigi Albani della Rovere,1866-07-10,1951-11-14,m.03rjj,Ludovico Chigi Albani della Rovere,"","",""
m.03c2fj9,Dick Hurley,1847-01-01,1916-01-01,m.09c7w0,Dick Hurley,"","",""
m.04f5ctq,Perry Stevenson,1987-01-23,2086-12-29,m.09c7w0,Perry Stevenson,2.06,"",Datum umrtia nemusi byt spravny.
m.04zzm99,Jean-Luc Mélenchon,1951-08-19,2051-07-25,m.0f8l9c,Jean-Luc Mélenchon,"","",Datum umrtia nemusi byt spravny.
m.073dq5,Johnny Galecki,1975-04-30,2075-04-05,m.09c7w0,Johnny Galecki,1.65,"",Datum umrtia nemusi byt spravny.
m.01jvrt,Arthur Goldberger,1930-11-20,2009-12-11,m.09c7w0,Arthur Goldberger,"","",""
m.02ps4tq,Pedro Álvarez,1987-02-06,2087-01-12,m.027rn,Pedro Álvarez,"","",Datum umrtia nemusi byt spravny.
m.02ps4tq,Pedro Álvarez,1987-02-06,2087-01-12,m.09c7w0,Pedro Álvarez,"","",Datum umrtia nemusi byt spravny.
m.02vlzb_,Harold Shepherdson,1918-10-28,1995-09-14,m.02jx1,Harold Shepherdson,"","",""
m.02vqmfk,Damian Pettigrew,"","",m.0d060g,Damian Pettigrew,1.88,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03gwqhr,Vili Savolainen,1985-10-25,2085-09-30,m.02vzc,Vili Savolainen,1.87,"",Datum umrtia nemusi byt spravny.
m.03y8_57,Tony Iro,1967-05-30,2067-05-05,m.0ctw_b,Tony Iro,"","",Datum umrtia nemusi byt spravny.
m.048xs_,Son Ye-jin,1982-01-11,2081-12-17,m.06qd3,Son Ye-jin,1.65,"",Datum umrtia nemusi byt spravny.
m.04zmd2,Charles E. Leiserson,1953-11-10,2053-10-16,m.09c7w0,Charles E. Leiserson,"","",Datum umrtia nemusi byt spravny.
m.059ndd3,Travis Sampson,1971-02-19,2071-01-25,m.09c7w0,Travis Sampson,"","",Datum umrtia nemusi byt spravny.
m.05b4srs,Masatsukasa Kōshin,1984-06-07,2084-05-13,m.03_3d,Masatsukasa Kōshin,1.82,"",Datum umrtia nemusi byt spravny.
m.01ppqx6,Rod McKuen,1933-04-29,2015-01-29,m.09c7w0,Rod McKuen,"","",""
m.02r1ph0,Balabhaskar,1978-10-07,2078-09-12,m.03rk0,Balabhaskar,"","",Datum umrtia nemusi byt spravny.
m.03qj9fq,Karin Falck,1932-02-06,2032-01-12,m.0d0vqn,Karin Falck,"","",Datum umrtia nemusi byt spravny.
m.03ydyhb,Nacereddine Khoualed,1986-04-16,2086-03-22,m.0h3y,Nacereddine Khoualed,1.75,"",Datum umrtia nemusi byt spravny.
m.04dzlkf,Michael James Fitzgerald,1957-11-14,2057-10-20,m.09c7w0,Michael James Fitzgerald,1.85,"",Datum umrtia nemusi byt spravny.
m.04vxpt,Gubby Allen,1902-07-31,1989-11-29,m.02jx1,Gubby Allen,"","",""
m.04vxpt,Gubby Allen,1902-07-31,1989-11-29,m.0chghy,Gubby Allen,"","",""
m.04zl2r,Ovidie,1980-08-25,2080-07-31,m.0f8l9c,Ovidie,1.76,"",Datum umrtia nemusi byt spravny.
m.055zr5y,Robert J. Donovan,1912-08-21,2003-08-08,m.09c7w0,Robert J. Donovan,"","",""
m.05xd0qt,David Smith,1963-01-01,2062-12-07,m.02jx1,David Smith,"","",Datum umrtia nemusi byt spravny.
